query_accver,subject_accver,perc_identity,alignment_length,mismatches,gap_opens,qstart,qend,sstart,send,evalue,bitscore,isolation_source,host
7f9b6e8f00d7dee79027e94f592ed7d7,KX858173.1,100.0,253,0,0,1,253,482,734,1.91e-127,468,,
7f9b6e8f00d7dee79027e94f592ed7d7,NR_156999.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,,
7f9b6e8f00d7dee79027e94f592ed7d7,KX858152.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,,
7f9b6e8f00d7dee79027e94f592ed7d7,KX858151.1,100.0,253,0,0,1,253,475,727,1.91e-127,468,,
7f9b6e8f00d7dee79027e94f592ed7d7,KX858106.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,
7f9b6e8f00d7dee79027e94f592ed7d7,KX858098.1,100.0,253,0,0,1,253,461,713,1.91e-127,468,,
7f9b6e8f00d7dee79027e94f592ed7d7,KX858097.1,100.0,253,0,0,1,253,458,710,1.91e-127,468,,
7f9b6e8f00d7dee79027e94f592ed7d7,KX858092.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,,
7f9b6e8f00d7dee79027e94f592ed7d7,KX858090.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,,
7f9b6e8f00d7dee79027e94f592ed7d7,KX858068.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
7f9b6e8f00d7dee79027e94f592ed7d7,KC866224.1,100.0,253,0,0,1,253,447,699,1.91e-127,468,,Homo sapiens
7f9b6e8f00d7dee79027e94f592ed7d7,LC542620.1,100.0,253,0,0,1,253,470,722,1.91e-127,468,,Rattus norvegicus (laboratory rat)
7f9b6e8f00d7dee79027e94f592ed7d7,LC542618.1,100.0,253,0,0,1,253,448,700,1.91e-127,468,,Rattus norvegicus (laboratory rat)
7f9b6e8f00d7dee79027e94f592ed7d7,MT860347.1,100.0,253,0,0,1,253,501,753,1.91e-127,468,Rodent,rodent
7f9b6e8f00d7dee79027e94f592ed7d7,GU809187.1,100.0,253,0,0,1,253,433,685,1.91e-127,468,,mouse
7f9b6e8f00d7dee79027e94f592ed7d7,GU809186.1,100.0,253,0,0,1,253,433,685,1.91e-127,468,,mouse
7f9b6e8f00d7dee79027e94f592ed7d7,GU809185.1,100.0,253,0,0,1,253,433,685,1.91e-127,468,,mouse
7f9b6e8f00d7dee79027e94f592ed7d7,GU809184.1,100.0,253,0,0,1,253,433,685,1.91e-127,468,,mouse
7f9b6e8f00d7dee79027e94f592ed7d7,AY362902.1,100.0,253,0,0,1,253,501,753,1.91e-127,468,,
e06e73c0550bfd3f63b73915855c10b6,MW175856.1,100.0,252,0,0,1,252,494,745,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175852.1,100.0,252,0,0,1,252,514,765,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175814.1,100.0,252,0,0,1,252,484,735,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175813.1,100.0,252,0,0,1,252,494,745,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175812.1,100.0,252,0,0,1,252,493,744,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175808.1,100.0,252,0,0,1,252,513,764,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175807.1,100.0,252,0,0,1,252,515,766,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175806.1,100.0,252,0,0,1,252,514,765,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175805.1,100.0,252,0,0,1,252,512,763,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175802.1,100.0,252,0,0,1,252,478,729,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175801.1,100.0,252,0,0,1,252,514,765,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175797.1,100.0,252,0,0,1,252,513,764,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175795.1,100.0,252,0,0,1,252,513,764,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175794.1,100.0,252,0,0,1,252,514,765,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175793.1,100.0,252,0,0,1,252,513,764,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175792.1,100.0,252,0,0,1,252,513,764,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175791.1,100.0,252,0,0,1,252,514,765,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175790.1,100.0,252,0,0,1,252,513,764,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175789.1,100.0,252,0,0,1,252,513,764,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175788.1,100.0,252,0,0,1,252,514,765,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175786.1,100.0,252,0,0,1,252,513,764,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175785.1,100.0,252,0,0,1,252,514,765,6.82e-127,466,,
e06e73c0550bfd3f63b73915855c10b6,MW175775.1,100.0,252,0,0,1,252,476,727,6.82e-127,466,,
53e8f34b14b34a85e09d2cad651f71ae,MF048680.1,100.0,253,0,0,1,253,177,429,1.91e-127,468,                     /isolation_source=,
53e8f34b14b34a85e09d2cad651f71ae,MH291581.1,100.0,253,0,0,1,253,175,427,1.91e-127,468,intestinal contents,
53e8f34b14b34a85e09d2cad651f71ae,MH291476.1,100.0,253,0,0,1,253,177,429,1.91e-127,468,intestinal contents,
53e8f34b14b34a85e09d2cad651f71ae,MH291441.1,100.0,253,0,0,1,253,177,429,1.91e-127,468,intestinal contents,
53e8f34b14b34a85e09d2cad651f71ae,MH291438.1,100.0,253,0,0,1,253,177,429,1.91e-127,468,intestinal contents,
53e8f34b14b34a85e09d2cad651f71ae,MT102120.1,100.0,253,0,0,1,253,506,758,1.91e-127,468,Dental plaque,Macaca mulatta
53e8f34b14b34a85e09d2cad651f71ae,MN474754.1,100.0,253,0,0,1,253,1,253,1.91e-127,468,rat,
53e8f34b14b34a85e09d2cad651f71ae,MH990316.1,100.0,253,0,0,1,253,476,728,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990315.1,100.0,253,0,0,1,253,476,728,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990314.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990313.1,100.0,253,0,0,1,253,476,728,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990312.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990311.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990310.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990309.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990308.1,100.0,253,0,0,1,253,472,724,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990307.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990304.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990303.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990302.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990301.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990300.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990299.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990298.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990297.1,100.0,253,0,0,1,253,476,728,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990296.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990295.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990294.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990292.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990291.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990290.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990289.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990288.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990287.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990286.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990285.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990284.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990283.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990282.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990281.1,100.0,253,0,0,1,253,472,724,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990280.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990279.1,100.0,253,0,0,1,253,472,724,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990278.1,100.0,253,0,0,1,253,481,733,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990277.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990276.1,100.0,253,0,0,1,253,472,724,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990275.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,,Rattus norvegicus
53e8f34b14b34a85e09d2cad651f71ae,MH990274.1,100.0,253,0,0,1,253,476,728,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990272.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990271.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990270.1,100.0,253,0,0,1,253,475,727,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990269.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990268.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990267.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,MH990266.1,100.0,253,0,0,1,253,471,723,1.91e-127,468,laboratory mouse,
53e8f34b14b34a85e09d2cad651f71ae,KX858337.1,100.0,253,0,0,1,253,468,720,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858336.1,100.0,253,0,0,1,253,452,704,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858334.1,100.0,253,0,0,1,253,501,753,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858333.1,100.0,253,0,0,1,253,510,762,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858332.1,100.0,253,0,0,1,253,506,758,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858331.1,100.0,253,0,0,1,253,506,758,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858321.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858320.1,100.0,253,0,0,1,253,523,775,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858319.1,100.0,253,0,0,1,253,503,755,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858318.1,100.0,253,0,0,1,253,508,760,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858315.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858314.1,100.0,253,0,0,1,253,523,775,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858313.1,100.0,253,0,0,1,253,505,757,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858312.1,100.0,253,0,0,1,253,506,758,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858306.1,100.0,253,0,0,1,253,506,758,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858305.1,100.0,253,0,0,1,253,508,760,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858304.1,100.0,253,0,0,1,253,510,762,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858302.1,100.0,253,0,0,1,253,508,760,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858301.1,100.0,253,0,0,1,253,506,758,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858300.1,100.0,253,0,0,1,253,504,756,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858298.1,100.0,253,0,0,1,253,509,761,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858297.1,100.0,253,0,0,1,253,503,755,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858296.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858293.1,100.0,253,0,0,1,253,446,698,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858291.1,100.0,253,0,0,1,253,508,760,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858290.1,100.0,253,0,0,1,253,509,761,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858288.1,100.0,253,0,0,1,253,506,758,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858285.1,100.0,253,0,0,1,253,509,761,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858283.1,100.0,253,0,0,1,253,504,756,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858282.1,100.0,253,0,0,1,253,442,694,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858280.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858279.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858275.1,100.0,253,0,0,1,253,510,762,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858274.1,100.0,253,0,0,1,253,504,756,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858273.1,100.0,253,0,0,1,253,509,761,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858272.1,100.0,253,0,0,1,253,468,720,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858269.1,100.0,253,0,0,1,253,485,737,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858268.1,100.0,253,0,0,1,253,464,716,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858267.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858266.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858265.1,100.0,253,0,0,1,253,471,723,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858264.1,100.0,253,0,0,1,253,461,713,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858263.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858260.1,100.0,253,0,0,1,253,460,712,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858258.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858257.1,100.0,253,0,0,1,253,514,766,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858256.1,100.0,253,0,0,1,253,515,767,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858255.1,100.0,253,0,0,1,253,467,719,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858249.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858242.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858241.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858240.1,100.0,253,0,0,1,253,469,721,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858238.1,100.0,253,0,0,1,253,519,771,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858237.1,100.0,253,0,0,1,253,476,728,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858236.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858233.1,100.0,253,0,0,1,253,481,733,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858232.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858231.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858230.1,100.0,253,0,0,1,253,427,679,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858228.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858223.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858222.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858221.1,100.0,253,0,0,1,253,472,724,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858220.1,100.0,253,0,0,1,253,472,724,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858219.1,100.0,253,0,0,1,253,476,728,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858218.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858216.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858203.1,100.0,253,0,0,1,253,475,727,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858202.1,100.0,253,0,0,1,253,472,724,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858201.1,100.0,253,0,0,1,253,472,724,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858199.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858198.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858193.1,100.0,253,0,0,1,253,481,733,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858192.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858191.1,100.0,253,0,0,1,253,475,727,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858190.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858189.1,100.0,253,0,0,1,253,476,728,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858188.1,100.0,253,0,0,1,253,497,749,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858187.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858186.1,100.0,253,0,0,1,253,483,735,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858185.1,100.0,253,0,0,1,253,472,724,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858184.1,100.0,253,0,0,1,253,463,715,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858182.1,100.0,253,0,0,1,253,209,461,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858181.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858180.1,100.0,253,0,0,1,253,476,728,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858179.1,100.0,253,0,0,1,253,475,727,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858171.1,100.0,253,0,0,1,253,472,724,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858170.1,100.0,253,0,0,1,253,515,767,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858169.1,100.0,253,0,0,1,253,522,774,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858168.1,100.0,253,0,0,1,253,522,774,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858167.1,100.0,253,0,0,1,253,476,728,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858166.1,100.0,253,0,0,1,253,459,711,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858165.1,100.0,253,0,0,1,253,455,707,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858163.1,100.0,253,0,0,1,253,522,774,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858162.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858161.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858160.1,100.0,253,0,0,1,253,461,713,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858159.1,100.0,253,0,0,1,253,323,575,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858157.1,100.0,253,0,0,1,253,522,774,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858156.1,100.0,253,0,0,1,253,322,574,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858155.1,100.0,253,0,0,1,253,469,721,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858154.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858153.1,100.0,253,0,0,1,253,319,571,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858150.1,100.0,253,0,0,1,253,522,774,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858149.1,100.0,253,0,0,1,253,522,774,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858148.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858147.1,100.0,253,0,0,1,253,464,716,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858146.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858145.1,100.0,253,0,0,1,253,522,774,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858144.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858143.1,100.0,253,0,0,1,253,461,713,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858142.1,100.0,253,0,0,1,253,192,444,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858141.1,100.0,253,0,0,1,253,469,721,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858140.1,100.0,253,0,0,1,253,472,724,1.91e-127,468,,
